variant,kind,rule_perms,signature
sample_0011.dl,sample,"r0=1,2,3,0;r1=0,3,2,1;r2=0,2,1;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=2,3,0,1;r7=0,1,2;r8=0,2,1;r9=0,2,1;r10=1,2,0,3;r11=2,3,1,0;r12=0,1,2;r13=1,3,0,2,4;r14=1,2,0;r15=1,3,4,2,0;r16=1,2,0;r17=1,2,0;r18=0,1,2;r19=0,1,2;r20=1,2,0;r21=1,2,0,4,3;r22=3,4,1,2,0,5,6,7;r23=1,2,5,4,6,0,7,3;r24=0,1,2,3;r25=0,1,2;r26=6,7,1,0,4,2,5,8,3;r27=1,2,3,0;r28=1,2,0;r29=2,5,3,4,1,0,6,7;r30=4,7,3,6,2,1,5,0;r31=2,4,1,3,0,5;r32=2,3,1,4,5,0;r33=1,2,0,4,3,5",f6cfa745
sample_0012.dl,sample,"r0=1,2,0,3;r1=1,3,2,0;r2=0,1,2;r3=0,2,1;r4=0,1,2;r5=1,2,0;r6=1,2,0,3;r7=0,1,2;r8=1,2,0;r9=1,2,0;r10=1,3,2,0;r11=1,3,2,0;r12=1,2,0;r13=0,4,3,2,1;r14=0,1,2;r15=1,3,4,2,0;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=3,4,2,1,0;r22=6,7,4,3,1,0,2,5;r23=1,2,3,4,7,5,6,0;r24=1,3,2,0;r25=1,2,0;r26=5,7,1,4,2,6,8,3,0;r27=1,2,0,3;r28=1,2,0;r29=2,5,6,3,1,0,4,7;r30=2,6,7,5,1,0,3,4;r31=2,4,3,5,1,0;r32=1,4,0,2,3,5;r33=2,3,4,5,1,0",4b8b081b
sample_0013.dl,sample,"r0=0,2,1,3;r1=0,2,3,1;r2=0,2,1;r3=1,2,0;r4=0,2,1;r5=1,2,0;r6=2,3,1,0;r7=0,1,2;r8=1,2,0;r9=1,2,0;r10=1,2,0,3;r11=1,2,3,0;r12=1,2,0;r13=2,4,0,1,3;r14=0,1,2;r15=1,3,2,4,0;r16=1,2,0;r17=0,1,2;r18=0,2,1;r19=0,2,1;r20=1,2,0;r21=1,4,3,0,2;r22=2,5,1,0,3,6,4,7;r23=3,5,2,1,6,7,0,4;r24=0,1,3,2;r25=1,2,0;r26=7,8,6,5,4,2,1,0,3;r27=0,1,3,2;r28=0,1,2;r29=2,3,6,5,4,1,0,7;r30=5,7,1,6,4,3,2,0;r31=2,4,3,1,0,5;r32=2,4,1,5,0,3;r33=2,4,1,3,5,0",17416d67
sample_0014.dl,sample,"r0=0,3,2,1;r1=0,1,3,2;r2=0,1,2;r3=1,2,0;r4=0,2,1;r5=0,1,2;r6=0,2,3,1;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,3,2;r11=1,2,3,0;r12=1,2,0;r13=2,4,0,3,1;r14=0,1,2;r15=2,3,4,1,0;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=1,4,2,0,3;r22=1,2,5,6,7,3,0,4;r23=1,2,4,0,5,3,7,6;r24=1,3,2,0;r25=0,1,2;r26=1,5,6,0,7,4,3,8,2;r27=1,2,3,0;r28=0,1,2;r29=1,6,2,0,7,3,4,5;r30=5,7,2,1,3,4,6,0;r31=1,4,5,2,3,0;r32=0,1,4,2,3,5;r33=2,3,4,5,1,0",8c43856e
sample_0015.dl,sample,"r0=0,2,3,1;r1=0,1,3,2;r2=0,2,1;r3=0,1,2;r4=0,2,1;r5=1,2,0;r6=1,3,0,2;r7=1,2,0;r8=1,2,0;r9=0,2,1;r10=2,3,1,0;r11=1,2,3,0;r12=1,2,0;r13=2,4,0,1,3;r14=1,2,0;r15=3,4,2,1,0;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=1,2,4,0,3;r22=4,7,6,3,1,5,2,0;r23=1,2,5,3,6,0,7,4;r24=2,3,1,0;r25=1,2,0;r26=5,7,1,8,6,2,4,3,0;r27=1,2,3,0;r28=0,1,2;r29=2,3,6,1,0,7,4,5;r30=4,7,5,1,2,3,6,0;r31=0,1,4,2,5,3;r32=2,4,5,1,0,3;r33=1,4,0,2,3,5",e61b2bc0
sample_0016.dl,sample,"r0=0,2,3,1;r1=0,3,1,2;r2=0,2,1;r3=0,2,1;r4=1,2,0;r5=0,1,2;r6=0,2,1,3;r7=0,1,2;r8=0,1,2;r9=0,2,1;r10=1,3,2,0;r11=0,1,3,2;r12=1,2,0;r13=0,2,1,3,4;r14=0,1,2;r15=2,3,1,4,0;r16=1,2,0;r17=1,2,0;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=0,1,2,4,3;r22=1,2,5,3,4,7,6,0;r23=5,6,3,7,4,1,0,2;r24=1,2,3,0;r25=1,2,0;r26=5,7,8,1,4,6,3,0,2;r27=1,3,2,0;r28=0,1,2;r29=6,7,2,1,3,0,4,5;r30=2,6,3,7,5,1,4,0;r31=2,3,1,0,4,5;r32=0,1,2,3,4,5;r33=1,4,2,0,5,3",51432ca2
sample_0017.dl,sample,"r0=0,3,1,2;r1=1,2,0,3;r2=0,2,1;r3=1,2,0;r4=1,2,0;r5=1,2,0;r6=1,3,0,2;r7=1,2,0;r8=0,1,2;r9=0,2,1;r10=0,1,3,2;r11=1,2,0,3;r12=0,2,1;r13=0,3,2,4,1;r14=0,1,2;r15=2,3,1,0,4;r16=1,2,0;r17=1,2,0;r18=1,2,0;r19=0,1,2;r20=1,2,0;r21=1,2,0,3,4;r22=3,4,1,7,2,0,6,5;r23=2,5,1,3,0,6,7,4;r24=0,1,2,3;r25=1,2,0;r26=5,7,8,4,6,1,2,0,3;r27=1,3,0,2;r28=0,1,2;r29=1,2,5,7,4,6,3,0;r30=3,4,7,6,5,2,1,0;r31=1,2,0,4,5,3;r32=1,4,5,2,3,0;r33=1,2,3,4,5,0",9707ebad
sample_0018.dl,sample,"r0=0,1,2,3;r1=0,3,1,2;r2=0,2,1;r3=0,2,1;r4=0,1,2;r5=0,2,1;r6=0,3,2,1;r7=0,2,1;r8=0,2,1;r9=0,2,1;r10=2,3,1,0;r11=2,3,1,0;r12=0,2,1;r13=0,2,3,1,4;r14=0,1,2;r15=3,4,1,0,2;r16=0,1,2;r17=0,1,2;r18=0,2,1;r19=0,1,2;r20=0,1,2;r21=3,4,1,2,0;r22=0,1,3,2,5,4,6,7;r23=4,7,6,1,2,0,5,3;r24=0,1,2,3;r25=0,1,2;r26=1,6,7,5,2,0,4,3,8;r27=0,1,2,3;r28=0,1,2;r29=2,3,1,6,0,4,7,5;r30=1,5,2,6,3,4,7,0;r31=2,3,1,0,4,5;r32=2,4,3,1,0,5;r33=1,2,0,4,3,5",c4d0921f
sample_0019.dl,sample,"r0=1,3,2,0;r1=0,2,3,1;r2=0,2,1;r3=1,2,0;r4=0,2,1;r5=0,2,1;r6=0,2,1,3;r7=1,2,0;r8=1,2,0;r9=1,2,0;r10=1,3,2,0;r11=0,1,2,3;r12=0,1,2;r13=0,2,3,4,1;r14=0,1,2;r15=0,1,2,3,4;r16=1,2,0;r17=1,2,0;r18=0,2,1;r19=0,1,2;r20=0,1,2;r21=2,3,4,1,0;r22=3,4,7,6,5,2,1,0;r23=5,6,3,7,2,1,4,0;r24=1,3,2,0;r25=0,1,2;r26=1,5,2,7,4,6,0,8,3;r27=1,3,2,0;r28=1,2,0;r29=6,7,4,3,5,2,1,0;r30=1,5,2,3,4,6,7,0;r31=4,5,1,2,3,0;r32=2,4,1,0,3,5;r33=4,5,1,2,3,0",7ad58e19
sample_0020.dl,sample,"r0=0,1,2,3;r1=0,3,2,1;r2=1,2,0;r3=0,2,1;r4=1,2,0;r5=0,2,1;r6=0,1,3,2;r7=1,2,0;r8=1,2,0;r9=0,2,1;r10=0,1,2,3;r11=2,3,1,0;r12=0,2,1;r13=2,4,0,1,3;r14=1,2,0;r15=1,2,0,3,4;r16=1,2,0;r17=1,2,0;r18=1,2,0;r19=0,2,1;r20=0,1,2;r21=1,4,2,3,0;r22=1,2,5,0,3,6,4,7;r23=4,7,1,6,0,2,3,5;r24=1,3,0,2;r25=1,2,0;r26=6,7,1,5,2,3,4,0,8;r27=1,3,0,2;r28=1,2,0;r29=4,7,6,5,1,3,0,2;r30=4,7,3,6,1,5,0,2;r31=4,5,2,1,3,0;r32=2,4,5,1,3,0;r33=2,4,1,0,5,3",526b1ada
sample_0021.dl,sample,"r0=0,3,1,2;r1=0,3,2,1;r2=0,1,2;r3=0,1,2;r4=0,2,1;r5=0,2,1;r6=0,2,3,1;r7=0,2,1;r8=1,2,0;r9=1,2,0;r10=1,3,2,0;r11=1,2,3,0;r12=0,2,1;r13=0,1,2,3,4;r14=1,2,0;r15=1,3,4,0,2;r16=0,1,2;r17=1,2,0;r18=0,1,2;r19=0,2,1;r20=1,2,0;r21=1,4,0,2,3;r22=1,3,0,4,7,6,5,2;r23=6,7,4,5,1,0,2,3;r24=1,3,0,2;r25=1,2,0;r26=5,7,4,3,1,8,0,6,2;r27=0,1,2,3;r28=0,1,2;r29=1,2,6,0,3,4,5,7;r30=2,3,1,6,5,0,4,7;r31=2,4,5,1,3,0;r32=1,4,2,5,3,0;r33=2,3,1,4,0,5",c7d96537
sample_0022.dl,sample,"r0=1,3,0,2;r1=0,2,3,1;r2=1,2,0;r3=0,2,1;r4=1,2,0;r5=1,2,0;r6=1,2,3,0;r7=0,2,1;r8=0,1,2;r9=0,1,2;r10=1,2,0,3;r11=0,1,3,2;r12=0,2,1;r13=0,4,3,1,2;r14=0,1,2;r15=1,3,2,4,0;r16=1,2,0;r17=1,2,0;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=2,3,1,4,0;r22=1,3,2,5,0,4,7,6;r23=1,4,2,3,7,5,0,6;r24=1,3,2,0;r25=1,2,0;r26=2,5,3,1,0,6,7,4,8;r27=1,2,0,3;r28=1,2,0;r29=2,3,1,4,6,7,0,5;r30=1,5,2,3,4,6,0,7;r31=2,4,5,1,3,0;r32=1,2,4,0,3,5;r33=1,4,0,5,2,3",ebeb4a48
sample_0023.dl,sample,"r0=0,1,3,2;r1=2,3,1,0;r2=1,2,0;r3=1,2,0;r4=0,1,2;r5=0,1,2;r6=0,2,3,1;r7=1,2,0;r8=0,2,1;r9=0,2,1;r10=1,3,2,0;r11=1,3,0,2;r12=1,2,0;r13=0,4,1,3,2;r14=1,2,0;r15=1,2,0,3,4;r16=0,1,2;r17=1,2,0;r18=0,1,2;r19=0,2,1;r20=0,1,2;r21=1,2,4,3,0;r22=0,1,2,3,5,6,7,4;r23=4,7,1,0,6,5,2,3;r24=1,3,0,2;r25=0,1,2;r26=2,5,3,4,1,0,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=5,7,6,4,2,1,0,3;r30=2,5,1,3,0,4,6,7;r31=2,4,3,5,1,0;r32=1,2,0,4,5,3;r33=2,4,1,5,0,3",979b5a94
sample_0024.dl,sample,"r0=1,2,3,0;r1=0,1,3,2;r2=0,1,2;r3=1,2,0;r4=0,2,1;r5=0,2,1;r6=1,2,3,0;r7=0,2,1;r8=0,2,1;r9=0,1,2;r10=0,1,2,3;r11=1,2,0,3;r12=0,2,1;r13=0,1,3,4,2;r14=0,1,2;r15=2,3,1,0,4;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,1,2;r20=0,1,2;r21=1,2,0,3,4;r22=5,6,2,7,1,4,3,0;r23=2,5,1,4,6,7,3,0;r24=1,2,0,3;r25=0,1,2;r26=2,3,6,4,7,1,8,0,5;r27=0,1,2,3;r28=1,2,0;r29=6,7,5,1,4,0,3,2;r30=6,7,4,2,1,5,3,0;r31=4,5,1,2,3,0;r32=2,4,1,3,5,0;r33=1,2,4,3,0,5",859e3228
sample_0025.dl,sample,"r0=1,3,0,2;r1=1,2,0,3;r2=0,2,1;r3=0,2,1;r4=0,2,1;r5=1,2,0;r6=1,2,0,3;r7=0,2,1;r8=1,2,0;r9=1,2,0;r10=0,1,2,3;r11=1,3,0,2;r12=1,2,0;r13=0,1,3,4,2;r14=0,1,2;r15=1,3,0,2,4;r16=1,2,0;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=2,3,1,4,0;r22=1,2,0,3,5,6,4,7;r23=1,2,4,0,7,6,3,5;r24=0,1,2,3;r25=1,2,0;r26=4,7,6,8,5,2,1,3,0;r27=1,3,2,0;r28=1,2,0;r29=2,5,1,0,7,4,3,6;r30=1,2,0,3,4,6,7,5;r31=1,2,4,3,0,5;r32=1,4,0,2,3,5;r33=2,4,5,1,0,3",03066d75
sample_0026.dl,sample,"r0=0,3,1,2;r1=2,3,1,0;r2=0,2,1;r3=0,1,2;r4=1,2,0;r5=0,1,2;r6=0,3,1,2;r7=1,2,0;r8=1,2,0;r9=1,2,0;r10=2,3,1,0;r11=0,1,3,2;r12=0,2,1;r13=0,1,3,4,2;r14=0,1,2;r15=1,2,3,0,4;r16=1,2,0;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=1,2,4,3,0;r22=3,4,1,2,5,6,7,0;r23=4,7,1,6,5,3,2,0;r24=2,3,1,0;r25=1,2,0;r26=4,7,6,2,8,1,0,5,3;r27=0,1,2,3;r28=1,2,0;r29=2,5,1,7,3,4,6,0;r30=2,6,7,5,1,0,3,4;r31=1,2,4,5,3,0;r32=2,3,1,4,5,0;r33=2,3,4,1,5,0",9031705d
sample_0027.dl,sample,"r0=1,2,3,0;r1=1,2,3,0;r2=0,1,2;r3=1,2,0;r4=0,1,2;r5=0,2,1;r6=2,3,1,0;r7=0,2,1;r8=1,2,0;r9=0,2,1;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,4,2,3,1;r14=0,1,2;r15=1,3,2,0,4;r16=0,1,2;r17=0,1,2;r18=0,2,1;r19=0,2,1;r20=1,2,0;r21=1,2,0,4,3;r22=3,4,1,2,0,7,5,6;r23=1,4,7,6,0,2,3,5;r24=1,3,2,0;r25=1,2,0;r26=1,5,2,0,7,6,4,8,3;r27=1,2,3,0;r28=1,2,0;r29=3,4,2,1,6,0,5,7;r30=2,5,7,1,0,6,4,3;r31=1,4,0,5,2,3;r32=2,4,3,1,0,5;r33=1,2,0,3,4,5",872d59c1
sample_0028.dl,sample,"r0=0,2,1,3;r1=0,3,2,1;r2=0,2,1;r3=1,2,0;r4=0,2,1;r5=0,2,1;r6=2,3,0,1;r7=0,2,1;r8=1,2,0;r9=0,1,2;r10=1,2,3,0;r11=0,1,2,3;r12=0,2,1;r13=0,2,3,1,4;r14=1,2,0;r15=1,2,0,3,4;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=0,1,2,4,3;r22=1,2,5,3,0,4,6,7;r23=2,5,1,0,3,6,7,4;r24=1,2,0,3;r25=1,2,0;r26=6,7,2,1,0,8,3,5,4;r27=1,2,3,0;r28=0,1,2;r29=1,6,7,0,2,4,5,3;r30=2,3,5,4,7,1,0,6;r31=2,3,4,5,1,0;r32=1,2,0,4,5,3;r33=1,4,0,2,3,5",0d695fef
sample_0029.dl,sample,"r0=1,2,3,0;r1=2,3,1,0;r2=0,2,1;r3=0,1,2;r4=0,1,2;r5=1,2,0;r6=1,3,2,0;r7=0,1,2;r8=1,2,0;r9=0,1,2;r10=1,2,0,3;r11=1,3,0,2;r12=0,1,2;r13=0,3,4,2,1;r14=1,2,0;r15=0,1,3,4,2;r16=0,1,2;r17=0,1,2;r18=0,2,1;r19=0,1,2;r20=0,1,2;r21=1,4,3,2,0;r22=4,7,3,1,6,2,0,5;r23=1,2,5,6,4,7,0,3;r24=1,3,0,2;r25=1,2,0;r26=4,7,5,2,1,8,3,6,0;r27=1,2,3,0;r28=1,2,0;r29=2,3,1,6,7,5,0,4;r30=4,7,6,1,5,0,2,3;r31=2,3,4,5,1,0;r32=1,2,3,0,4,5;r33=1,4,2,3,5,0",52df515e
sample_0030.dl,sample,"r0=0,2,3,1;r1=1,3,2,0;r2=1,2,0;r3=1,2,0;r4=0,1,2;r5=0,1,2;r6=0,3,1,2;r7=0,2,1;r8=0,2,1;r9=1,2,0;r10=1,2,0,3;r11=2,3,1,0;r12=0,1,2;r13=0,2,3,4,1;r14=1,2,0;r15=3,4,1,0,2;r16=0,1,2;r17=1,2,0;r18=1,2,0;r19=0,2,1;r20=1,2,0;r21=1,4,0,2,3;r22=2,5,6,7,1,3,0,4;r23=4,7,6,1,5,3,0,2;r24=1,3,0,2;r25=1,2,0;r26=4,7,8,5,3,1,2,0,6;r27=1,2,0,3;r28=0,1,2;r29=2,3,1,6,0,5,4,7;r30=6,7,1,5,2,3,0,4;r31=1,4,2,3,5,0;r32=1,2,4,3,0,5;r33=4,5,1,2,0,3",685c0652
sample_0031.dl,sample,"r0=1,2,0,3;r1=0,1,2,3;r2=0,2,1;r3=1,2,0;r4=0,2,1;r5=1,2,0;r6=1,2,0,3;r7=0,2,1;r8=1,2,0;r9=1,2,0;r10=0,1,3,2;r11=1,2,3,0;r12=0,1,2;r13=0,1,4,2,3;r14=1,2,0;r15=1,2,0,3,4;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=0,1,2;r21=1,2,0,3,4;r22=1,3,4,7,0,2,6,5;r23=6,7,4,1,2,3,0,5;r24=1,3,2,0;r25=0,1,2;r26=1,2,6,7,3,5,0,8,4;r27=1,2,3,0;r28=1,2,0;r29=2,5,7,3,1,4,0,6;r30=2,6,7,3,1,5,0,4;r31=2,4,1,5,3,0;r32=0,1,4,5,2,3;r33=1,4,2,0,3,5",6ac305ac
sample_0032.dl,sample,"r0=2,3,0,1;r1=1,3,0,2;r2=0,2,1;r3=0,2,1;r4=1,2,0;r5=1,2,0;r6=1,2,3,0;r7=1,2,0;r8=0,1,2;r9=1,2,0;r10=0,1,2,3;r11=0,1,3,2;r12=1,2,0;r13=0,4,2,3,1;r14=1,2,0;r15=1,3,0,4,2;r16=0,1,2;r17=1,2,0;r18=0,1,2;r19=0,1,2;r20=1,2,0;r21=1,2,0,4,3;r22=4,7,3,1,0,2,6,5;r23=1,4,0,2,3,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=2,6,1,7,4,3,0,8,5;r27=0,1,2,3;r28=1,2,0;r29=2,6,1,5,3,7,0,4;r30=2,6,3,4,7,5,1,0;r31=1,4,5,0,2,3;r32=1,2,3,0,4,5;r33=1,2,4,3,5,0",f306253a
sample_0033.dl,sample,"r0=1,3,0,2;r1=1,2,0,3;r2=1,2,0;r3=1,2,0;r4=0,1,2;r5=0,1,2;r6=0,2,1,3;r7=0,1,2;r8=1,2,0;r9=0,2,1;r10=1,3,0,2;r11=1,3,2,0;r12=0,1,2;r13=0,3,2,4,1;r14=0,1,2;r15=1,3,0,4,2;r16=1,2,0;r17=1,2,0;r18=0,2,1;r19=0,2,1;r20=0,1,2;r21=1,4,3,0,2;r22=6,7,5,4,3,1,0,2;r23=1,2,5,6,4,0,3,7;r24=1,3,2,0;r25=0,1,2;r26=1,2,6,7,0,8,5,3,4;r27=1,2,3,0;r28=1,2,0;r29=6,7,2,5,3,1,0,4;r30=2,5,1,6,3,0,7,4;r31=2,4,1,5,0,3;r32=1,4,5,0,2,3;r33=2,4,3,5,1,0",8141ceb1
sample_0034.dl,sample,"r0=0,3,1,2;r1=1,2,3,0;r2=0,2,1;r3=0,1,2;r4=0,2,1;r5=0,2,1;r6=0,1,3,2;r7=0,1,2;r8=0,2,1;r9=1,2,0;r10=1,2,0,3;r11=1,3,0,2;r12=0,2,1;r13=0,4,3,1,2;r14=1,2,0;r15=0,1,2,3,4;r16=1,2,0;r17=1,2,0;r18=0,1,2;r19=0,1,2;r20=1,2,0;r21=1,2,4,3,0;r22=5,6,2,1,0,7,4,3;r23=5,6,2,1,7,4,3,0;r24=0,1,3,2;r25=1,2,0;r26=2,3,1,6,5,0,4,7,8;r27=1,3,2,0;r28=0,1,2;r29=2,3,4,5,1,6,0,7;r30=1,5,6,2,0,7,3,4;r31=2,4,1,5,0,3;r32=1,2,0,3,4,5;r33=2,4,1,5,0,3",49a2160d
sample_0035.dl,sample,"r0=2,3,0,1;r1=0,1,2,3;r2=0,2,1;r3=0,2,1;r4=0,1,2;r5=1,2,0;r6=0,3,2,1;r7=1,2,0;r8=0,1,2;r9=0,1,2;r10=1,2,0,3;r11=1,2,0,3;r12=1,2,0;r13=0,3,1,4,2;r14=0,1,2;r15=1,3,0,2,4;r16=0,1,2;r17=1,2,0;r18=1,2,0;r19=0,2,1;r20=0,1,2;r21=1,2,4,0,3;r22=5,6,7,2,1,3,4,0;r23=2,3,1,5,4,6,7,0;r24=2,3,1,0;r25=1,2,0;r26=2,6,3,7,8,1,4,0,5;r27=0,1,2,3;r28=1,2,0;r29=1,2,5,3,7,6,0,4;r30=1,5,6,7,0,4,2,3;r31=4,5,1,0,2,3;r32=1,2,4,3,0,5;r33=2,4,3,1,5,0",1b9d00c0
sample_0036.dl,sample,"r0=2,3,1,0;r1=2,3,0,1;r2=0,2,1;r3=1,2,0;r4=0,2,1;r5=0,1,2;r6=1,2,0,3;r7=0,1,2;r8=0,2,1;r9=1,2,0;r10=0,1,2,3;r11=1,2,3,0;r12=0,2,1;r13=0,4,2,3,1;r14=1,2,0;r15=2,3,1,0,4;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,1,2;r20=1,2,0;r21=0,1,2,3,4;r22=3,4,1,7,2,0,5,6;r23=6,7,4,5,1,3,0,2;r24=1,3,0,2;r25=1,2,0;r26=6,7,1,4,3,0,2,5,8;r27=0,1,3,2;r28=0,1,2;r29=4,7,6,5,1,0,3,2;r30=2,5,1,7,0,3,6,4;r31=2,4,1,5,3,0;r32=1,4,2,5,3,0;r33=1,2,0,4,3,5",92ee6da2
sample_0037.dl,sample,"r0=0,2,1,3;r1=0,1,2,3;r2=0,1,2;r3=0,2,1;r4=0,2,1;r5=0,1,2;r6=0,1,3,2;r7=0,1,2;r8=1,2,0;r9=0,1,2;r10=1,2,3,0;r11=1,2,3,0;r12=0,2,1;r13=0,4,2,3,1;r14=1,2,0;r15=1,2,3,0,4;r16=1,2,0;r17=0,1,2;r18=0,2,1;r19=0,2,1;r20=1,2,0;r21=0,1,2,4,3;r22=3,4,7,6,5,2,1,0;r23=1,4,2,5,6,3,7,0;r24=0,1,3,2;r25=1,2,0;r26=4,7,6,5,1,8,0,3,2;r27=0,1,3,2;r28=1,2,0;r29=1,2,6,7,0,3,4,5;r30=2,6,3,1,0,7,4,5;r31=2,3,4,1,5,0;r32=2,4,1,5,3,0;r33=1,4,2,0,5,3",1179ae5e
sample_0038.dl,sample,"r0=0,1,2,3;r1=1,2,0,3;r2=0,2,1;r3=0,1,2;r4=0,1,2;r5=0,2,1;r6=0,1,3,2;r7=1,2,0;r8=0,1,2;r9=1,2,0;r10=1,3,2,0;r11=1,3,0,2;r12=0,1,2;r13=0,1,2,4,3;r14=1,2,0;r15=1,3,0,4,2;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=1,2,3,4,0;r22=1,3,2,5,0,4,6,7;r23=4,7,6,5,3,1,0,2;r24=0,1,3,2;r25=0,1,2;r26=2,5,3,6,7,1,0,4,8;r27=0,1,3,2;r28=0,1,2;r29=5,7,4,3,1,6,0,2;r30=2,3,4,5,1,6,0,7;r31=4,5,2,1,0,3;r32=1,2,3,4,5,0;r33=1,2,0,4,3,5",6414bfa2
sample_0039.dl,sample,"r0=2,3,0,1;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,2,1;r5=0,1,2;r6=1,3,2,0;r7=0,2,1;r8=0,1,2;r9=0,1,2;r10=1,2,0,3;r11=0,1,2,3;r12=0,1,2;r13=0,4,3,2,1;r14=1,2,0;r15=3,4,1,2,0;r16=0,1,2;r17=0,1,2;r18=0,2,1;r19=0,2,1;r20=1,2,0;r21=2,3,1,0,4;r22=3,4,1,2,5,6,0,7;r23=1,2,3,0,5,4,7,6;r24=1,2,3,0;r25=0,1,2;r26=6,7,1,5,0,4,8,2,3;r27=0,1,2,3;r28=1,2,0;r29=4,7,6,2,1,0,3,5;r30=0,1,6,7,5,2,4,3;r31=0,1,4,2,3,5;r32=2,3,1,0,4,5;r33=1,4,2,5,0,3",c6a67022
sample_0040.dl,sample,"r0=1,2,0,3;r1=2,3,0,1;r2=0,1,2;r3=0,2,1;r4=1,2,0;r5=0,2,1;r6=0,1,3,2;r7=0,1,2;r8=0,2,1;r9=1,2,0;r10=0,1,3,2;r11=0,1,2,3;r12=0,1,2;r13=0,2,3,1,4;r14=1,2,0;r15=2,3,1,0,4;r16=1,2,0;r17=1,2,0;r18=1,2,0;r19=0,2,1;r20=0,1,2;r21=0,1,4,3,2;r22=6,7,4,3,1,2,0,5;r23=2,5,6,7,1,4,3,0;r24=1,3,2,0;r25=0,1,2;r26=4,7,6,1,0,8,3,2,5;r27=1,2,3,0;r28=0,1,2;r29=3,4,2,5,7,1,6,0;r30=2,5,7,3,1,6,0,4;r31=4,5,2,1,3,0;r32=1,4,5,2,3,0;r33=1,4,2,5,0,3",e972cc39
sample_0041.dl,sample,"r0=1,2,0,3;r1=2,3,1,0;r2=0,1,2;r3=0,2,1;r4=0,2,1;r5=0,2,1;r6=2,3,0,1;r7=0,2,1;r8=0,2,1;r9=0,1,2;r10=1,3,2,0;r11=1,2,3,0;r12=0,1,2;r13=0,1,3,2,4;r14=0,1,2;r15=0,1,3,4,2;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=0,1,2;r21=2,3,1,4,0;r22=0,1,3,4,7,6,2,5;r23=2,5,1,6,4,7,3,0;r24=1,3,0,2;r25=1,2,0;r26=6,7,5,1,2,4,3,0,8;r27=0,1,2,3;r28=1,2,0;r29=2,6,1,3,5,0,4,7;r30=3,4,7,5,1,0,2,6;r31=2,4,5,1,3,0;r32=0,1,4,2,3,5;r33=1,4,0,2,3,5",ba955b7b
sample_0042.dl,sample,"r0=1,3,2,0;r1=0,3,1,2;r2=0,2,1;r3=0,1,2;r4=1,2,0;r5=1,2,0;r6=0,2,3,1;r7=0,1,2;r8=1,2,0;r9=0,2,1;r10=0,1,3,2;r11=2,3,1,0;r12=0,1,2;r13=0,2,4,3,1;r14=1,2,0;r15=1,2,0,3,4;r16=1,2,0;r17=0,1,2;r18=0,2,1;r19=0,1,2;r20=1,2,0;r21=0,1,2,3,4;r22=1,2,5,0,6,3,4,7;r23=1,2,5,4,7,3,6,0;r24=1,3,2,0;r25=1,2,0;r26=2,6,5,1,0,7,8,4,3;r27=1,2,0,3;r28=0,1,2;r29=1,6,2,3,5,7,4,0;r30=1,5,6,7,4,2,0,3;r31=2,4,1,0,3,5;r32=2,4,3,1,0,5;r33=1,4,2,5,0,3",8d5e91ee
sample_0043.dl,sample,"r0=0,1,3,2;r1=0,2,1,3;r2=1,2,0;r3=1,2,0;r4=0,1,2;r5=0,1,2;r6=2,3,1,0;r7=1,2,0;r8=0,1,2;r9=0,2,1;r10=1,2,3,0;r11=1,2,3,0;r12=0,2,1;r13=0,1,4,3,2;r14=1,2,0;r15=1,3,2,4,0;r16=1,2,0;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=3,4,1,0,2;r22=0,1,3,4,2,5,7,6;r23=3,5,2,1,6,4,7,0;r24=0,1,2,3;r25=1,2,0;r26=4,7,6,3,8,1,5,2,0;r27=1,3,2,0;r28=1,2,0;r29=5,6,2,7,4,1,0,3;r30=6,7,5,1,4,3,0,2;r31=1,4,5,2,0,3;r32=1,4,2,5,3,0;r33=1,2,4,5,3,0",9834b63b
